repository,package,ghsa,fix_commit,dep_file_fix_version,lock_file_fix_version,latest_version,latest_stable_version,pr_version,vulnerable_version,fix_date,latest_version_date,latest_stable_version_date,pr_date,pr_number,lock_file_type
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.0.11,4.1.2,4.1.2,4.1.2,4.0.11,2019-08-01 16:36:00+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:37:36Z,920,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.0.11,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-01 16:36:00+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-06T03:39:25Z,922,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.0.11,4.1.2,4.1.2,4.5.3,4.2.0,2019-08-01 16:36:00+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T09:00:01Z,1493,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.0.11,4.1.2,4.1.2,4.5.3,4.1.2,2019-08-01 16:36:00+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T10:29:09Z,1494,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.1.0,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T15:02:11Z,912,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:32:30Z,915,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:05Z,916,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.11,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:06Z,917,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:20Z,918,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:23Z,919,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.11,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:37:36Z,920,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-06T03:39:25Z,922,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.5.3,4.2.0,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T09:00:01Z,1493,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.5.3,4.1.2,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T10:29:09Z,1494,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.0,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:26Z,903,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.0,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:30Z,904,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:33Z,905,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:58Z,906,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:33:17Z,907,package-lock.json
kyma-project/console,js-yaml,GHSA-8j8c-7jfh-h6hx,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-06T02:41:07Z,921,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.0,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:26Z,903,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.0,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:30Z,904,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:33Z,905,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:32:58Z,906,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-05T08:33:17Z,907,package-lock.json
kyma-project/console,js-yaml,GHSA-2pr6-76vf-7546,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2019-08-13 10:11:23+02:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-06-06T02:41:07Z,921,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.1.0,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T15:02:11Z,912,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:32:30Z,915,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:05Z,916,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.11,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:06Z,917,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:20Z,918,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:33:23Z,919,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.11,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-05T23:37:36Z,920,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.1.2,4.0.12,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-06-06T03:39:25Z,922,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.5.3,4.2.0,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T09:00:01Z,1493,package-lock.json
kyma-project/console,handlebars,GHSA-q42p-pg8m-cqh6,9d1cbecb5428a81d9d6480be8d6a2bbb5c203c7b,,4.1.2,4.1.2,4.1.2,4.5.3,4.1.2,2019-08-13 10:11:23+02:00,2019-04-13T14:20:03.504Z,2019-04-13T14:20:03.504Z,2019-12-27T10:29:09Z,1494,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:51Z,1052,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:53Z,1053,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:54Z,1054,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:25:20Z,1055,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T04:31:35Z,1056,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:51Z,1052,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:53Z,1053,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:54Z,1054,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:25:20Z,1055,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T04:31:35Z,1056,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:51Z,1052,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:53Z,1053,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:54Z,1054,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:25:20Z,1055,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,,4.4.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-01 16:36:00+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T04:31:35Z,1056,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:51Z,1052,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:53Z,1053,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:54Z,1054,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:25:20Z,1055,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T04:31:35Z,1056,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:51Z,1052,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:53Z,1053,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:20:54Z,1054,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:25:20Z,1055,package-lock.json
kyma-project/console,lodash.template,GHSA-jf85-cpcp-j695,ac9b840c696a2a8995b084eb60fff0dd7c261ec6,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-08-20 11:07:20+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T04:31:35Z,1056,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.13,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:44Z,1060,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:45Z,1061,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.13,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:52Z,1062,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:01Z,1063,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:13Z,1064,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:17Z,1065,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:22Z,1066,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.13,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:27Z,1067,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T22:40:52Z,1068,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.10,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-12T04:27:47Z,1069,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T06:28:45Z,1078,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:58:48Z,1080,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:59:10Z,1081,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:59:23Z,1082,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.10,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:59:25Z,1083,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:59:32Z,1084,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-19T12:59:34Z,1085,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.13,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:44Z,1060,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:45Z,1061,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.13,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:02:52Z,1062,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:01Z,1063,package-lock.json
kyma-project/console,lodash,GHSA-jf85-cpcp-j695,bb29c35350376b650fdfde536e6787f0bed9ed0c,,4.17.10,4.17.15,4.17.15,4.17.14,4.17.11,2019-08-05 10:16:48+02:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-11T18:03:13Z,1064,package-lock.json
